payment_key,coustomer_key,time_key,item_key,store_key,quantity,unit,unit_price,total_price
P029,C008898,T087549,I00195,S00105,8,ct,12.5,100
P030,C000384,T088330,I00167,S00437,6,ct,14,84
P025,C008177,T03685,I00218,S00302,4,ct,6,24
P028,C003239,T038549,I00030,S0071,5,cans,16,80
P031,C001981,T074638,I00197,S00667,8,bars,15,120
P018,C005652,T055135,I00177,S0014,9,ct,35,315
P018,C002954,T047992,I00042,S00506,3,bottles,28,84
P025,C004639,T050836,I00101,S00656,7,tubs,15,105
P006,C006907,T029307,I00254,S00713,10,oz,13,130
P024,C008305,T086261,I00092,S00258,11,bottles,10,110
P001,C006995,T048414,I00146,S00119,1,ct,21,21
P014,C005943,T076704,I00054,S00176,5,cans,40,200
P024,C008846,T080980,I00083,S00499,9,bottles,14,126
P018,C006175,T094722,I00072,S00636,1,bottles,20,20
P038,C007517,T052068,I00201,S00116,3,bars,23,69
P007,C002992,T090002,I00169,S00642,7,ct,17,119
P021,C003414,T082545,I00049,S0088,3,cans,8,24
P034,C004872,T055702,I00139,S00603,10,ct,24,240
P037,C003954,T038073,I00198,S00194,4,ct,12,48
P025,C009114,T052982,I00179,S00207,5,ct,19,95
P033,C007075,T067820,I00165,S00434,9,bags,16,144
P004,C007192,T037060,I00042,S00232,5,bottles,28,140
P015,C006859,T035681,I00137,S00535,1,ct,24,24
P006,C002553,T016103,I00235,S00588,4,ct,14,56
P027,C005701,T023241,I00200,S00661,8,bars,20,160
P033,C000561,T031884,I00103,S00411,9,tubs,15,135
P032,C008930,T093007,I00053,S00247,6,cans,40,240
P030,C006890,T081539,I00116,S00253,10,ct,48,480
P030,C005108,T064130,I00194,S00109,3,bars,23,69
P033,C001555,T029293,I00188,S00713,2,ct,14,28
P035,C005374,T00424,I00116,S00304,3,ct,48,144
P014,C003670,T092662,I00085,S00548,8,bottles,18,144
P031,C006813,T065843,I00210,S00596,4,ct,15,60
P022,C008124,T095464,I00218,S00430,2,ct,6,12
P017,C006265,T070235,I00057,S00436,3,bottles,24,72
P028,C007346,T088867,I00066,S00673,10,bottles,20,200
P011,C007048,T084773,I00095,S0094,1,botlltes,16,16
P028,C006678,T087189,I00224,S00345,8,oz,11,88
P005,C001209,T012604,I00106,S00300,2,oz,17,34
P022,C007516,T074651,I00042,S00233,6,bottles,28,168
P011,C005638,T023105,I00091,S00585,3,bottles,7.5,22.5
P038,C007547,T054107,I00143,S00666,2,ct,16,32
P028,C000847,T06392,I00259,S00665,9,pack,26,234
P002,C001297,T076861,I00121,S00467,7,ct,17,119
P038,C005732,T093910,I00135,S00706,8,ct.,14,112
P004,C005541,T018751,I00020,S00725,3,cans,6.75,20.25
P026,C005126,T062096,I00135,S00428,5,ct.,14,70
P003,C002376,T091833,I00248,S00357,3,rolls,26,78
P026,C006753,T098308,I00064,S00523,7,cans,40,280
P015,C007362,T042318,I00068,S0076,9,bottles,20,180
P026,C002920,T04069,I00202,S00571,9,ct.,12,108
P006,C006869,T029451,I00130,S00445,6,ct,14,84
P016,C007855,T067261,I00232,S00694,11,ct,12,132
P035,C007287,T093211,I00076,S00568,4,cans,6.75,27
P039,C000485,T083325,I00030,S00191,7,cans,16,112
P007,C003591,T06497,I00222,S00135,5,ct,12,60
P002,C004289,T06986,I00198,S0045,9,ct,12,108
P039,C003820,T069350,I00192,S00434,1,ct,24,24
P039,C006538,T037141,I00094,S00339,7,bottles,11,77
P005,C004575,T09609,I00008,S00362,3,cans,16.25,48.75
P013,C007195,T083153,I00021,S00555,10,cans,6.75,67.5
P014,C001002,T078097,I00054,S00319,2,cans,40,80
P016,C008768,T099949,I00088,S0074,11,bottles,17,187
P036,C006951,T01677,I00242,S00137,3,pk,12,36
P035,C005647,T012356,I00214,S00570,3,oz,19.5,58.5
P028,C005924,T026836,I00197,S00212,6,bars,15,90
P013,C000323,T066343,I00189,S00384,6,ct.,13,78
P017,C003252,T095975,I00197,S00679,3,bars,15,45
P016,C006118,T084110,I00123,S00287,1,ct,45,45
P004,C007656,T067451,I00064,S00181,3,cans,40,120
P030,C000974,T012312,I00108,S00480,4,oz,15,60
P018,C003039,T062730,I00200,S00387,4,bars,20,80
P010,C009108,T049662,I00050,S00312,8,cans,8,64
P021,C008437,T050799,I00222,S00505,11,ct,12,132
P008,C003003,T038161,I00085,S00179,11,bottles,18,198
P021,C007890,T096404,I00188,S00467,6,ct,14,84
P030,C001774,T081341,I00141,S00260,9,ct,18,162
P022,C006350,T057074,I00085,S00294,8,bottles,18,144
P033,C000746,T020679,I00198,S00648,11,ct,12,132
P013,C005033,T066515,I00244,S00619,1,oz,18,18
P034,C004200,T027916,I00038,S00245,3,bottles,23,69
P016,C001066,T077148,I00149,S00454,9,ct,15,135
P037,C000225,T072554,I00062,S00646,11,cans,37,407
P008,C006152,T075846,I00228,S00361,8,pk,14,112
P028,C000308,T047780,I00234,S00288,6,ct,13,78
P019,C004918,T095655,I00121,S00282,2,ct,17,34
P014,C003033,T096695,I00133,S00166,2,ct,15,30
P024,C001170,T029223,I00182,S00710,11,oz,15,165
P006,C008316,T068736,I00076,S0098,8,cans,6.75,54
P025,C008390,T033615,I00140,S0076,5,ct,29,145
P010,C007762,T012809,I00250,S0026,8,pack,19.5,156
P005,C006757,T069946,I00089,S00559,7,bottles,9,63
P007,C001998,T047240,I00051,S00296,9,cans,23,207
P039,C007456,T01916,I00040,S00213,7,bottles,22,154
P015,C003151,T048297,I00076,S0027,10,cans,6.75,67.5
P018,C005892,T071224,I00187,S00150,5,ct.,13,65
P003,C004722,T014531,I00147,S00635,10,ct,15,150
P021,C007571,T048135,I00222,S00292,10,ct,12,120
P010,C009087,T040324,I00251,S0088,10,oz,13,130
P017,C008757,T090189,I00230,S00697,4,pk,15,60
P008,C003777,T094221,I00241,S00494,4,ct,12,48
P035,C004364,T04162,I00128,S00529,3,pk,16,48
P017,C009042,T02045,I00093,S00688,6,bottles,13,78
P034,C005376,T023377,I00027,S00183,11,cans,16.25,178.75
P009,C003214,T046472,I00131,S00328,6,ct,14,84
P009,C003320,T018146,I00028,S00156,5,cans,6.75,33.75
P020,C007709,T099602,I00189,S00537,7,ct.,13,91
P001,C006818,T031489,I00103,S00449,11,tubs,15,165
P004,C001016,T054586,I00073,S00316,11,bottles,20,220
P001,C007988,T015284,I00193,S00340,7,ct,18,126
P012,C003513,T048755,I00254,S00216,8,oz,13,104
P021,C001842,T039383,I00186,S00675,1,ct,13,13
P011,C005872,T026518,I00058,S00472,5,bottles,22,110
P034,C008718,T029027,I00043,S0061,2,bottles,24,48
P007,C003061,T097270,I00191,S00576,7,bars,24,168
P020,C003140,T040501,I00089,S00424,4,bottles,9,36
P016,C007452,T043471,I00203,S00286,5,ct,18,90
P031,C000201,T065555,I00186,S00129,2,ct,13,26
P020,C007579,T05700,I00239,S00146,2,pk,14,28
P029,C007345,T025761,I00030,S00120,11,cans,16,176
P026,C003409,T089003,I00242,S00105,2,pk,12,24
P022,C006442,T048567,I00224,S00473,7,oz,11,77
P002,C008936,T016645,I00061,S00358,10,cans,55,550
P023,C007168,T073297,I00256,S00696,11,pack,20,220
P033,C008652,T058988,I00051,S00150,5,cans,23,115
P030,C008953,T096750,I00249,S00161,10,pack,16,160
P029,C004053,T089121,I00016,S00705,11,cans,16.25,178.75
P013,C003594,T068590,I00013,S00108,1,cans,6.75,6.75
P020,C003719,T054285,I00002,S00512,8,cans,6.75,54
P030,C008185,T05415,I00251,S00263,7,oz,13,91
P021,C002325,T021426,I00090,S00449,9,bottles,9,81
P014,C006455,T065442,I00184,S00370,1,ct,12,12
P013,C001896,T060576,I00211,S00295,9,ct.,15,135
P013,C007769,T060768,I00003,S00515,10,cans,6.75,67.5
P012,C003758,T037788,I00222,S00175,7,ct,12,84
P019,C003767,T013851,I00257,S0041,11,ct,21,231
P005,C008754,T089834,I00253,S00699,4,bags,21,84
P022,C002388,T03106,I00132,S0056,1,ct,14,14
P004,C005981,T021099,I00209,S00346,9,ct,13,117
P002,C002194,T083182,I00157,S00234,1,bags,17,17
P032,C002954,T014376,I00022,S00407,8,cans,16.25,130
P021,C007434,T016807,I00008,S00549,8,cans,16.25,130
P001,C008321,T062621,I00056,S00247,10,bottles,24,240
P021,C000433,T063678,I00252,S00526,2,ct,11,22
P019,C008119,T093596,I00253,S00600,1,bags,21,21
P002,C001279,T032570,I00262,S0004,1,ct,14,14
P002,C008231,T016212,I00033,S00304,2,cans,16,32
P001,C001658,T032829,I00107,S00288,7,oz,20,140
P010,C006164,T03720,I00196,S00485,2,ct,16,32
P026,C003150,T038674,I00245,S00398,1,rolls,26,26
P019,C003561,T03664,I00017,S00520,4,cans,6.75,27
P011,C002411,T086990,I00215,S0065,8,ct.,14,112
P005,C005961,T045719,I00131,S00608,11,ct,14,154
P011,C003571,T025891,I00137,S00564,10,ct,24,240
P025,C005053,T049436,I00192,S00437,2,ct,24,48
P005,C007436,T033378,I00036,S00703,4,cans,16,64
P034,C006452,T045733,I00247,S00654,5,oz,15,75
P008,C005199,T041389,I00056,S00525,6,bottles,24,144
P006,C007682,T086210,I00097,S00659,1,cartons,19,19
P005,C002496,T041908,I00119,S00554,8,ct,53,424
P022,C002261,T047948,I00193,S00553,9,ct,18,162
P039,C007010,T046939,I00057,S0035,3,bottles,24,72
P019,C008974,T070614,I00065,S00590,10,bottles,20,200
P006,C007108,T078373,I00076,S00345,8,cans,6.75,54
P018,C000969,T029641,I00057,S00661,1,bottles,24,24
P026,C007488,T076757,I00207,S00198,11,ct,14,154
P002,C005187,T021678,I00216,S00692,2,ct,16.5,33
P014,C006790,T079841,I00212,S00707,3,ct,12,36
P004,C008009,T040119,I00113,S00657,4,ct,42,168
P036,C006359,T023697,I00117,S00726,2,ct,46,92
P018,C000575,T05967,I00026,S00417,3,cans,6.75,20.25
P029,C001799,T023549,I00028,S00242,4,cans,6.75,27
P004,C002009,T057011,I00066,S00212,1,bottles,20,20
P020,C001518,T031512,I00076,S00684,10,cans,6.75,67.5
P026,C008897,T091432,I00160,S00716,9,bags,17,153
P011,C001919,T010637,I00124,S00513,8,ct,15,120
P007,C002860,T096820,I00109,S00645,10,oz,17,170
P034,C000283,T074133,I00010,S00434,5,cans,6.75,33.75
P030,C003589,T086405,I00138,S00299,3,ct,32,96
P034,C003017,T036564,I00009,S00556,8,cans,16.25,130
P030,C001564,T057653,I00033,S00552,11,cans,16,176
P001,C002033,T068883,I00127,S00618,10,pk,12.5,125
P027,C004523,T046214,I00253,S00323,1,bags,21,21
P025,C007455,T051164,I00235,S00486,6,ct,14,84
P028,C004337,T029608,I00258,S00491,10,pk,21,210
P039,C008224,T033119,I00164,S00480,7,ct,16,112
P001,C003126,T071826,I00144,S00375,5,ct,20,100
P025,C007255,T014240,I00039,S00115,1,bottles,26,26
P032,C004947,T04810,I00154,S00248,10,Bags,15,150
P016,C007971,T089896,I00167,S00231,1,ct,14,14
P019,C008695,T018790,I00097,S00112,7,cartons,19,133
P030,C003396,T05761,I00213,S00147,1,ct,12,12
P005,C008194,T034677,I00007,S00451,8,cans,6.75,54
P031,C008388,T025904,I00219,S00378,9,ct,22,198
P006,C006029,T02050,I00047,S00715,11,cans,8,88
P034,C006928,T050109,I00058,S00384,8,bottles,22,176
P033,C006520,T081824,I00135,S00494,10,ct.,14,140
P004,C006796,T054355,I00169,S00113,6,ct,17,102
P023,C003655,T072366,I00229,S00466,9,ct,13,117
P002,C005132,T016611,I00053,S00115,4,cans,40,160
P032,C001920,T052073,I00202,S00714,5,ct.,12,60
P021,C005970,T045846,I00166,S00342,1,bags,17,17
P020,C008870,T081320,I00096,S00613,2,bottles,20,40
P028,C004215,T098611,I00199,S00304,8,ct,15,120
P015,C006188,T018778,I00031,S00669,5,cans,16,80
P005,C006145,T087496,I00028,S00110,5,cans,6.75,33.75
P036,C008628,T091092,I00031,S00643,3,cans,16,48
P019,C004570,T091246,I00095,S00688,5,botlltes,16,80
P011,C000670,T050521,I00102,S0042,9,tubs,16,144
P025,C008340,T075459,I00243,S00266,9,oz,16,144
P034,C002154,T087203,I00142,S0068,11,ct,12.5,137.5
P038,C001069,T074244,I00017,S0036,2,cans,6.75,13.5
P019,C007308,T075779,I00011,S00353,10,cans,6.75,67.5
P014,C001243,T068278,I00009,S00368,7,cans,16.25,113.75
P007,C002078,T030292,I00163,S0017,4,bags,15,60
P026,C004122,T019141,I00180,S00333,10,ct,19,190
P010,C000852,T057955,I00264,S00638,9,Ct,15,135
P036,C005905,T091008,I00104,S00649,11,ct,14,154
P036,C003581,T038790,I00072,S00114,6,bottles,20,120
P022,C001079,T069418,I00038,S00278,1,bottles,23,23
P006,C003794,T030583,I00113,S00265,3,ct,42,126
P025,C002182,T052724,I00261,S00461,11,ct,33,363
P004,C000217,T051986,I00240,S00207,2,ct,14,28
P023,C004508,T035150,I00204,S00437,5,ct,17,85
P009,C004290,T043067,I00103,S00213,6,tubs,15,90
P007,C008776,T081465,I00196,S00713,5,ct,16,80
P034,C005769,T052520,I00008,S00395,1,cans,16.25,16.25
P031,C008932,T046103,I00064,S00683,5,cans,40,200
P005,C001355,T010842,I00136,S00187,4,ct,19.5,78
P030,C002944,T087820,I00088,S00677,3,bottles,17,51
P037,C000392,T010606,I00117,S00238,2,ct,46,92
P017,C006379,T035879,I00072,S00628,9,bottles,20,180
P017,C008562,T08675,I00133,S00421,10,ct,15,150
P031,C008134,T017957,I00175,S00129,9,oz,19,171
P025,C004130,T04359,I00010,S00127,3,cans,6.75,20.25
P035,C001816,T040482,I00192,S00245,1,ct,24,24
P012,C004679,T028874,I00203,S0024,7,ct,18,126
P021,C002037,T077044,I00053,S00371,10,cans,40,400
P013,C006288,T043038,I00108,S00378,4,oz,15,60
P001,C000052,T046148,I00229,S0042,8,ct,13,104
P016,C008298,T088100,I00226,S00634,6,lb,15,90
P025,C004249,T015818,I00132,S0016,1,ct,14,14
P018,C007111,T036030,I00046,S00180,10,cans,8,80
P019,C000282,T029583,I00080,S00227,6,bottles,22,132
P008,C003642,T028549,I00195,S00523,10,ct,12.5,125
P038,C004684,T072029,I00037,S00518,9,cans,16,144
P039,C004651,T08751,I00103,S00683,8,tubs,15,120
P018,C009134,T083726,I00110,S00345,11,oz,22.5,247.5
P015,C002691,T081520,I00006,S00519,7,cans,16.25,113.75
P001,C004656,T055482,I00053,S00425,9,cans,40,360
P016,C000051,T092713,I00082,S0029,3,ct,15,45
P039,C007597,T046713,I00199,S00100,3,ct,15,45
P013,C007772,T044122,I00083,S00685,10,bottles,14,140
P027,C004478,T058153,I00153,S00210,11,bags,15,165
P006,C003262,T07229,I00069,S00211,6,bottles,17.5,105
P015,C006815,T061765,I00045,S00429,10,cans,8,80
P026,C002816,T086484,I00234,S00571,3,ct,13,39
P033,C002226,T080206,I00236,S00718,1,tins,12,12
P017,C001143,T042533,I00086,S00287,1,cans,18,18
P017,C000601,T042271,I00070,S00371,8,bottles,17.5,140
P019,C007692,T09435,I00166,S00643,5,bags,17,85
P001,C003772,T034598,I00121,S00707,2,ct,17,34
P007,C003867,T027648,I00218,S0092,11,ct,6,66
P020,C000168,T054940,I00167,S00223,9,ct,14,126
P032,C008165,T014902,I00058,S00312,9,bottles,22,198
P020,C001812,T07818,I00131,S00310,4,ct,14,56
P036,C004968,T011285,I00234,S00550,1,ct,13,13
P019,C003499,T065853,I00109,S00419,11,oz,17,187
P006,C005913,T091423,I00214,S0062,3,oz,19.5,58.5
P019,C005942,T09438,I00014,S0089,8,cans,6.75,54
P010,C002514,T05291,I00122,S00456,4,ct,15,60
P004,C003050,T028331,I00122,S00702,2,ct,15,30
P024,C008227,T088730,I00108,S00466,9,oz,15,135
P031,C003848,T06998,I00032,S00564,8,cans,16,128
P035,C002360,T031958,I00079,S00622,11,bottles,17,187
P012,C004228,T020196,I00046,S00658,10,cans,8,80
P007,C004653,T030485,I00174,S00680,4,oz,18,72
P025,C007807,T081229,I00243,S0057,3,oz,16,48
P039,C002377,T013981,I00124,S00523,5,ct,15,75
P026,C008840,T013932,I00244,S00628,1,oz,18,18
P013,C002467,T090521,I00036,S00502,7,cans,16,112
P027,C004302,T055908,I00126,S00186,7,ct,25,175
P031,C005549,T024502,I00052,S00235,8,cans,40,320
P002,C000755,T013600,I00114,S00486,11,ct,44,484
P008,C004717,T028869,I00075,S00493,3,cans,15.5,46.5
P025,C002145,T013146,I00208,S00687,10,ct,14,140
P016,C007141,T093573,I00219,S00615,10,ct,22,220
P035,C006637,T026147,I00056,S00358,6,bottles,24,144
P014,C002722,T065989,I00210,S00706,11,ct,15,165
P039,C005400,T082181,I00061,S00667,5,cans,55,275
P002,C006803,T060028,I00071,S00563,4,bottles,17.5,70
P003,C001176,T084386,I00174,S00512,7,oz,18,126
P017,C001244,T036627,I00049,S00327,3,cans,8,24
P025,C008354,T038740,I00036,S00276,4,cans,16,64
P021,C005897,T015631,I00080,S00503,8,bottles,22,176
P035,C003249,T017284,I00020,S00684,11,cans,6.75,74.25
P016,C005441,T072283,I00028,S00125,5,cans,6.75,33.75
P021,C003545,T028369,I00116,S00252,8,ct,48,384
P036,C008290,T064952,I00253,S00433,4,bags,21,84
P021,C007777,T059782,I00107,S00222,10,oz,20,200
P010,C004244,T028903,I00059,S00121,9,bottles,22,198
P007,C008248,T033238,I00256,S00611,7,pack,20,140
P017,C006941,T034440,I00045,S00600,4,cans,8,32
P016,C003346,T098247,I00050,S00671,2,cans,8,16
P002,C000796,T086391,I00260,S00148,4,ct,15,60
P033,C001811,T080631,I00127,S00557,10,pk,12.5,125
P037,C006032,T028158,I00245,S00345,4,rolls,26,104
P036,C003322,T013845,I00161,S00146,5,Bags,17,85
P020,C005579,T046037,I00083,S00227,11,bottles,14,154
P037,C004541,T014098,I00088,S00605,3,bottles,17,51
P009,C000462,T083884,I00165,S00206,2,bags,16,32
P039,C001014,T049093,I00065,S00188,4,bottles,20,80
P025,C000762,T052644,I00214,S00178,11,oz,19.5,214.5
P003,C002102,T064596,I00052,S00495,8,cans,40,320
P024,C003791,T078472,I00047,S00318,6,cans,8,48
P022,C002684,T059670,I00219,S0073,1,ct,22,22
P035,C005397,T081207,I00162,S00577,1,Bags,16,16
P013,C001336,T013463,I00129,S00114,3,pk,18,54
P009,C001077,T086963,I00076,S00251,6,cans,6.75,40.5
P030,C004546,T046507,I00248,S00584,4,rolls,26,104
P036,C001172,T031912,I00064,S00253,2,cans,40,80
P025,C000164,T094782,I00225,S00454,1,ct,17,17
P034,C001459,T035894,I00089,S00477,8,bottles,9,72
P013,C001872,T099239,I00123,S00564,7,ct,45,315
P017,C002724,T021787,I00245,S00502,6,rolls,26,156
P009,C005527,T028448,I00128,S00505,8,pk,16,128
P005,C007562,T048582,I00099,S00485,4,oz,6,24
P015,C001673,T093955,I00192,S00542,9,ct,24,216
P008,C006649,T024179,I00115,S00322,7,ct,53,371
P014,C004587,T090305,I00035,S00499,9,cans,16,144
P022,C005418,T089552,I00192,S00410,8,ct,24,192
P005,C005519,T01650,I00147,S00328,1,ct,15,15
P026,C003538,T066958,I00048,S00638,5,cans,8,40
P019,C008075,T068307,I00003,S00130,4,cans,6.75,27
P008,C005442,T06108,I00224,S00493,6,oz,11,66
P033,C001362,T063857,I00122,S00598,5,ct,15,75
P002,C004658,T031655,I00055,S00171,5,cans,40,200
P021,C008909,T052044,I00015,S00421,5,cans,6.75,33.75
P027,C003603,T08512,I00040,S00467,8,bottles,22,176
P008,C007878,T053252,I00073,S0091,8,bottles,20,160
P019,C004508,T033412,I00030,S00474,3,cans,16,48
P013,C000273,T034316,I00108,S00394,6,oz,15,90
P033,C008467,T015183,I00026,S00169,8,cans,6.75,54
P035,C006686,T029763,I00237,S00673,11,ct,16,176
P002,C007099,T04474,I00251,S00488,6,oz,13,78
P003,C004709,T01149,I00104,S00677,8,ct,14,112
P011,C000419,T011989,I00018,S00602,10,cans,6.75,67.5
P009,C008054,T037160,I00005,S00230,3,cans,6.75,20.25
P027,C004366,T094010,I00163,S00654,8,bags,15,120
P021,C000146,T017780,I00017,S00575,10,cans,6.75,67.5
P036,C002466,T072485,I00024,S00451,2,cans,16.25,32.5
P021,C004494,T030670,I00007,S00503,8,cans,6.75,54
P035,C004637,T036031,I00191,S00634,11,bars,24,264
P037,C003955,T014556,I00208,S00587,6,ct,14,84
P035,C002246,T05998,I00023,S00173,3,cans,6.75,20.25
P036,C007221,T040953,I00249,S00204,10,pack,16,160
P020,C006471,T064847,I00002,S0022,4,cans,6.75,27
P011,C001040,T071431,I00223,S00420,1,ct,13.5,13.5
P025,C007141,T026264,I00053,S00518,11,cans,40,440
P013,C009025,T053348,I00040,S00327,7,bottles,22,154
P001,C001633,T075743,I00068,S00311,8,bottles,20,160
P011,C007822,T068584,I00177,S00410,9,ct,35,315
P014,C004667,T049742,I00136,S00385,2,ct,19.5,39
P009,C005949,T042483,I00241,S0023,3,ct,12,36
P003,C001798,T00559,I00149,S00215,8,ct,15,120
P024,C006464,T016295,I00206,S00217,8,ct,15,120
P027,C002312,T028122,I00224,S00394,5,oz,11,55
P009,C006785,T038548,I00148,S00692,10,ct,15,150
P009,C002864,T073845,I00233,S00176,11,ct,12,132
P037,C001716,T071437,I00209,S00620,2,ct,13,26
P031,C001643,T062359,I00063,S00610,1,cans,40,40
P016,C002259,T045243,I00011,S00475,9,cans,6.75,60.75
P027,C008992,T052843,I00088,S00715,5,bottles,17,85
P009,C007010,T067840,I00188,S0054,8,ct,14,112
P035,C003152,T087406,I00235,S00364,10,ct,14,140
P033,C007779,T033830,I00110,S00157,11,oz,22.5,247.5
P030,C006332,T03747,I00123,S00414,5,ct,45,225
P022,C000537,T032638,I00217,S00714,10,oz,20.5,205
P023,C009153,T07200,I00146,S00223,2,ct,21,42
P016,C004424,T085056,I00178,S00472,5,ct,26,130
P014,C002810,T070055,I00102,S0060,9,tubs,16,144
P038,C006558,T072714,I00100,S00439,10,oz.,10,100
P017,C008041,T00467,I00255,S00642,2,pack,20,40
P026,C006706,T036146,I00145,S00700,2,ct,17,34
P003,C001402,T071611,I00080,S00486,11,bottles,22,242
P013,C008227,T035901,I00169,S00637,11,ct,17,187
P002,C006536,T016893,I00002,S00384,11,cans,6.75,74.25
P004,C006876,T058216,I00214,S00383,6,oz,19.5,117
P015,C000146,T04337,I00264,S00702,4,Ct,15,60
P015,C008287,T047621,I00246,S00137,9,ct,20,180
P019,C004307,T044744,I00249,S0053,3,pack,16,48
P039,C007494,T034297,I00258,S0015,4,pk,21,84
P010,C008813,T07450,I00101,S00361,2,tubs,15,30
P035,C005826,T093286,I00098,S0043,4,oz,10,40
P017,C002825,T047048,I00036,S0090,7,cans,16,112
P002,C008925,T02072,I00135,S00635,9,ct.,14,126
P035,C006920,T027065,I00254,S00661,11,oz,13,143
P029,C007132,T074524,I00156,S00395,1,bags,17,17
P039,C006724,T02245,I00017,S00609,10,cans,6.75,67.5
P037,C006156,T023930,I00094,S00437,2,bottles,11,22
P019,C008557,T030504,I00001,S00583,2,cans,11.5,23
P018,C000226,T087414,I00156,S00451,3,bags,17,51
P005,C004659,T084188,I00249,S00448,3,pack,16,48
P020,C000880,T099477,I00164,S00388,4,ct,16,64
P032,C001695,T093365,I00254,S00142,6,oz,13,78
P011,C002674,T036847,I00106,S0024,6,oz,17,102
P037,C002582,T045965,I00227,S00164,8,pk,15,120
P038,C008382,T096087,I00241,S00470,10,ct,12,120
P038,C004512,T05988,I00080,S00450,7,bottles,22,154
P022,C006636,T055935,I00101,S0063,7,tubs,15,105
P018,C004224,T049894,I00151,S00195,6,bags,17,102
P039,C006832,T036145,I00019,S00310,3,cans,6.75,20.25
P009,C003576,T075917,I00106,S00453,7,oz,17,119
P010,C000048,T051980,I00177,S0002,7,ct,35,245
P001,C005513,T077463,I00100,S00569,3,oz.,10,30
P006,C006393,T039001,I00153,S00645,8,bags,15,120
P014,C004078,T058164,I00116,S00687,5,ct,48,240
P012,C005883,T057581,I00229,S00401,1,ct,13,13
P030,C004495,T085511,I00028,S0017,8,cans,6.75,54
P014,C002621,T031749,I00131,S00562,6,ct,14,84
P039,C004321,T036596,I00093,S00343,10,bottles,13,130
P021,C003182,T080984,I00125,S00489,2,ct,15,30
P031,C005548,T071237,I00021,S0007,7,cans,6.75,47.25
P001,C005561,T058663,I00115,S00598,2,ct,53,106
P027,C000556,T070749,I00126,S00135,4,ct,25,100
P015,C002620,T07826,I00026,S00214,1,cans,6.75,6.75
P002,C000927,T082074,I00169,S00610,5,ct,17,85
P010,C005454,T036378,I00209,S00494,1,ct,13,13
P023,C008075,T094143,I00257,S00608,11,ct,21,231
P035,C006130,T016581,I00232,S00337,11,ct,12,132
P007,C000922,T092845,I00203,S00677,6,ct,18,108
P023,C002271,T084596,I00189,S00188,9,ct.,13,117
P031,C007570,T071578,I00223,S00313,6,ct,13.5,81
P014,C007625,T083624,I00165,S00551,3,bags,16,48
P027,C006715,T067210,I00029,S00338,4,cans,11.5,46
P027,C002602,T097772,I00240,S00146,11,ct,14,154
P025,C005509,T04872,I00192,S00133,10,ct,24,240
P027,C002654,T031921,I00109,S00621,11,oz,17,187
P023,C004379,T048444,I00123,S00462,8,ct,45,360
P001,C001920,T015410,I00008,S00691,11,cans,16.25,178.75
P001,C003400,T016289,I00063,S00225,9,cans,40,360
P009,C004936,T015067,I00058,S00492,4,bottles,22,88
P020,C000815,T063498,I00183,S00434,4,ct,35,140
P031,C002929,T08278,I00114,S00554,4,ct,44,176
P021,C002762,T046234,I00156,S00462,6,bags,17,102
P013,C006224,T023366,I00111,S0057,5,ct,16,80
P025,C001597,T086832,I00234,S00129,2,ct,13,26
P005,C003552,T074970,I00243,S00243,7,oz,16,112
P008,C007988,T00353,I00216,S00179,9,ct,16.5,148.5
P002,C000882,T039384,I00040,S00281,4,bottles,22,88
P024,C008982,T050604,I00033,S00519,3,cans,16,48
P019,C000023,T080311,I00065,S0004,6,bottles,20,120
P011,C006000,T074749,I00099,S00152,7,oz,6,42
P005,C001126,T019521,I00256,S00209,3,pack,20,60
P021,C007854,T09736,I00114,S00624,2,ct,44,88
P036,C000842,T075772,I00099,S00634,3,oz,6,18
P032,C000881,T084330,I00182,S0086,1,oz,15,15
P020,C005971,T051981,I00093,S00511,7,bottles,13,91
P031,C008610,T085611,I00167,S00589,7,ct,14,98
P024,C004184,T033573,I00254,S00308,9,oz,13,117
P012,C005612,T068664,I00227,S00586,8,pk,15,120
P030,C003424,T081145,I00065,S00291,8,bottles,20,160
P037,C004280,T046424,I00067,S00725,7,bottles,8,56
P010,C005335,T012136,I00218,S00404,2,ct,6,12
P022,C000060,T076303,I00166,S00606,3,bags,17,51
P025,C008283,T068087,I00071,S00646,11,bottles,17.5,192.5
P005,C002952,T09416,I00233,S00453,5,ct,12,60
P039,C002806,T072595,I00028,S00202,9,cans,6.75,60.75
P015,C000699,T010987,I00181,S0008,11,ct,26,286
P014,C007125,T069905,I00104,S00122,11,ct,14,154
P022,C002945,T075187,I00228,S00334,6,pk,14,84
P028,C006428,T081928,I00250,S00545,6,pack,19.5,117
P019,C007144,T046365,I00095,S00462,8,botlltes,16,128
P032,C006623,T09729,I00260,S00536,3,ct,15,45
P022,C003413,T077317,I00186,S00253,11,ct,13,143
P023,C008599,T053417,I00020,S00270,2,cans,6.75,13.5
P008,C004780,T010490,I00191,S00447,1,bars,24,24
P033,C007234,T086903,I00108,S00258,6,oz,15,90
P018,C005852,T085241,I00062,S00186,4,cans,37,148
P002,C005903,T020798,I00019,S00174,11,cans,6.75,74.25
P004,C005490,T06488,I00256,S00290,11,pack,20,220
P035,C005583,T071199,I00219,S00331,6,ct,22,132
P027,C004221,T039412,I00032,S00487,9,cans,16,144
P004,C004403,T026680,I00207,S00557,7,ct,14,98
P016,C003738,T039151,I00209,S00617,11,ct,13,143
